,Word,Uncertainty,Litigious,Positive,Negative
1868,indemnities,0,1,0,0
1869,indemnitor,0,1,0,0
1870,indemnitors,0,0,0,0
1871,indemnity,0,1,0,0
1872,indeterminable,1,0,0,0
1873,indeterminate,0,0,0,0
1874,indict,0,0,0,0
1875,indictable,0,0,0,0
1876,indicted,0,0,0,0
1877,indicting,0,0,0,0
1878,indictment,0,0,0,0
1879,indictments,0,0,0,0
1880,indorsees,0,0,0,0
1881,ineffective,0,0,0,1
1882,ineffectively,0,0,0,1
1883,ineffectiveness,0,0,0,0
1884,inefficiencies,0,0,0,1
1885,inefficiency,0,0,0,1
1886,inefficient,0,0,0,1
1887,inefficiently,0,0,0,1
1888,ineligibility,0,0,0,0
1889,ineligible,0,0,0,1
1890,inequitable,0,0,0,0
1891,inequitably,0,0,0,0
1892,inequities,0,0,0,1
1893,inequity,0,0,0,0
1894,inevitable,0,0,0,0
1895,inexact,0,0,0,0
1896,inexactness,0,0,0,0
1897,inexperience,0,0,0,1
1898,inexperienced,0,0,0,0
1899,inferior,0,0,0,1
1900,inflicted,0,0,0,1
1901,influential,0,0,1,0
1902,inforce,0,0,0,0
1903,informative,0,0,1,0
1904,infraction,0,0,0,0
1905,infractions,0,0,0,1
1906,infringe,0,0,0,0
1907,infringed,0,0,0,1
1908,infringement,0,0,0,1
1909,infringements,0,0,0,1
1910,infringer,0,0,0,0
1911,infringes,0,0,0,1
1912,infringing,0,0,0,1
1913,ingenuity,0,0,1,0
1914,inhibited,0,0,0,1
1915,inimical,0,0,0,0
1916,injunction,0,0,0,0
1917,injunctions,0,0,0,1
1918,injunctive,0,0,0,0
1919,injure,0,0,0,1
1920,injured,0,0,0,1
1921,injures,0,0,0,0
1922,injuries,0,0,0,1
1923,injuring,0,0,0,1
1924,injurious,0,0,0,0
1925,injury,0,0,0,1
1926,innovate,0,0,1,0
1927,innovated,0,0,0,0
1928,innovates,0,0,0,0
1929,innovating,0,0,1,0
1930,innovation,0,0,1,0
1931,innovations,0,0,1,0
1932,innovative,0,0,1,0
1933,innovativeness,0,0,0,0
1934,innovator,0,0,1,0
1935,innovators,0,0,1,0
1936,inordinate,0,0,0,1
1937,inordinately,0,0,0,0
1938,inquiry,0,0,0,0
1939,insecure,0,0,0,1
1940,insensitive,0,0,0,0
1941,insightful,0,0,1,0
1942,insofar,0,0,0,0
1943,insolvencies,0,0,0,1
1944,insolvency,0,0,0,1
1945,insolvent,0,0,0,1
1946,inspiration,0,0,1,0
1947,inspirational,0,0,1,0
1948,instabilities,0,0,0,1
1949,instability,0,0,0,1
1950,insubordination,0,0,0,0
1951,insufficiency,0,0,0,1
1952,insufficient,0,0,0,0
1953,insufficiently,0,0,0,0
1954,insurrection,0,0,0,1
1955,insurrections,0,0,0,1
1956,intangible,0,0,0,0
1957,intangibles,0,0,0,0
1958,integrity,0,0,0,0
1959,intentional,0,0,0,1
1960,interfere,0,0,0,1
1961,interfered,0,0,0,1
1962,interference,0,0,0,1
1963,interferences,0,0,0,0
1964,interferes,0,0,0,1
1965,interfering,0,0,0,1
1966,interlocutory,0,1,0,0
1967,intermittent,0,0,0,1
1968,intermittently,0,0,0,1
1969,interpleader,0,1,0,0
1970,interpose,0,0,0,0
1971,interposed,0,1,0,0
1972,interposes,0,0,0,0
1973,interposing,0,0,0,0
1974,interposition,0,0,0,0
1975,interpositions,0,0,0,0
1976,interrogate,0,0,0,0
1977,interrogated,0,0,0,0
1978,interrogates,0,0,0,0
1979,interrogating,0,0,0,0
1980,interrogation,0,0,0,0
1981,interrogations,0,0,0,0
1982,interrogator,0,0,0,0
1983,interrogatories,0,0,0,0
1984,interrogators,0,0,0,0
1985,interrogatory,0,0,0,0
1986,interrupt,0,0,0,1
1987,interrupted,0,0,0,1
1988,interrupting,0,0,0,1
1989,interruption,0,0,0,1
1990,interruptions,0,0,0,1
1991,interrupts,0,0,0,1
1992,intestacy,0,0,0,0
1993,intestate,0,0,0,0
1994,intimidation,0,0,0,1
1995,intrusion,0,0,0,1
1996,invalid,0,0,0,1
1997,invalidate,0,0,0,0
1998,invalidated,0,0,0,0
1999,invalidates,0,0,0,0
2000,invalidating,0,0,0,0
2001,invalidation,0,0,0,1
2002,invalidity,0,0,0,0
2003,invent,0,0,0,0
2004,invented,0,0,1,0
2005,inventing,0,0,1,0
2006,invention,0,0,1,0
2007,inventions,0,0,1,0
2008,inventive,0,0,1,0
2009,inventiveness,0,0,1,0
2010,inventor,0,0,1,0
2011,inventors,0,0,1,0
2012,investigate,0,0,0,0
2013,investigated,0,0,0,0
2014,investigates,0,0,0,0
2015,investigating,0,0,0,0
2016,investigation,0,0,0,0
2017,investigations,0,0,0,0
2018,involuntarily,0,0,0,0
2019,involuntary,0,0,0,1
2020,irreconcilable,0,0,0,0
2021,irreconcilably,0,0,0,0
2022,irrecoverable,0,0,0,0
2023,irrecoverably,0,0,0,0
2024,irregular,0,0,0,1
2025,irregularities,0,0,0,1
2026,irregularity,0,0,0,1
2027,irregularly,0,0,0,0
2028,irreparable,0,0,0,1
2029,irreparably,0,0,0,1
2030,irreversible,0,0,0,1
2031,irrevocability,0,0,0,0
2032,irrevocable,0,1,0,0
2033,irrevocably,0,1,0,0
2034,jeopardize,0,0,0,1
2035,jeopardized,0,0,0,1
2036,joinder,0,1,0,0
2037,judicial,0,1,0,0
2038,judicially,0,0,0,0
2039,judiciaries,0,0,0,0
2040,judiciary,0,0,0,0
2041,juries,0,0,0,0
2042,juris,0,0,0,0
2043,jurisdiction,0,0,0,0
2044,jurisdictional,0,1,0,0
2045,jurisdictionally,0,0,0,0
2046,jurisdictions,0,0,0,0
2047,jurisprudence,0,0,0,0
2048,jurist,0,0,0,0
2049,jurists,0,0,0,0
2050,juror,0,0,0,0
2051,jurors,0,0,0,0
2052,jury,0,0,0,0
2053,juryman,0,0,0,0
2054,justice,0,0,0,0
2055,justices,0,0,0,0
2056,justifiable,0,0,0,0
2057,kickback,0,0,0,0
2058,kickbacks,0,0,0,1
2059,knowingly,0,0,0,0
2060,lack,0,0,0,1
2061,lacked,0,0,0,1
2062,lacking,0,0,0,1
2063,lackluster,0,0,0,1
2064,lacks,0,0,0,0
2065,lag,0,0,0,0
2066,lagged,0,0,0,0
2067,lagging,0,0,0,1
2068,lags,0,0,0,1
2069,lapse,0,0,0,1
2070,lapsed,0,0,0,0
2071,lapses,0,0,0,1
2072,lapsing,0,0,0,1
2073,late,0,0,0,0
2074,laundering,0,0,0,0
2075,law,0,1,0,0
2076,lawful,0,0,0,0
2077,lawfully,0,0,0,0
2078,lawfulness,0,0,0,0
2079,lawmakers,0,0,0,0
2080,lawmaking,0,0,0,0
2081,laws,0,1,0,0
2082,lawsuit,0,0,0,0
2083,lawsuits,0,0,0,0
2084,lawyer,0,0,0,0
2085,lawyers,0,0,0,0
2086,layoff,0,0,0,1
2087,layoffs,0,0,0,1
2088,leadership,0,0,1,0
2089,leading,0,0,1,0
2090,legal,0,0,0,0
2091,legalese,0,0,0,0
2092,legality,0,0,0,0
2093,legalization,0,0,0,0
2094,legalizations,0,0,0,0
2095,legalize,0,0,0,0
2096,legalized,0,0,0,0
2097,legalizes,0,0,0,0
2098,legalizing,0,0,0,0
2099,legally,0,1,0,0
2100,legals,0,0,0,0
2101,legatee,0,0,0,0
2102,legatees,0,0,0,0
2103,legislate,0,0,0,0
2104,legislated,0,0,0,0
2105,legislates,0,0,0,0
2106,legislating,0,0,0,0
2107,legislation,0,1,0,0
2108,legislations,0,0,0,0
2109,legislative,0,0,0,0
2110,legislatively,0,0,0,0
2111,legislator,0,1,0,0
2112,legislators,0,1,0,0
2113,legislature,0,1,0,0
2114,legislatures,0,0,0,0
2115,libel,0,0,0,0
2116,libeled,0,0,0,0
2117,libelous,0,0,0,0
2118,libels,0,0,0,0
2119,licensable,0,0,0,0
2120,lie,0,0,0,0
2121,lienholders,0,0,0,0
2122,likelihood,1,0,0,0
2123,limitation,0,0,0,1
2124,limitations,0,0,0,0
2125,lingering,0,0,0,1
2126,liquidate,0,0,0,1
2127,liquidated,0,0,0,1
2128,liquidates,0,0,0,1
2129,liquidating,0,0,0,0
2130,liquidation,0,0,0,0
2131,liquidations,0,0,0,1
2132,liquidator,0,0,0,0
2133,liquidators,0,0,0,0
2134,litigant,0,0,0,0
2135,litigants,0,0,0,0
2136,litigate,0,0,0,1
2137,litigated,0,0,0,0
2138,litigates,0,0,0,0
2139,litigating,0,0,0,1
2140,litigation,0,0,0,0
2141,litigations,0,0,0,0
2142,litigator,0,0,0,0
2143,litigators,0,0,0,0
2144,litigious,0,0,0,0
2145,litigiousness,0,0,0,0
2146,lockout,0,0,0,1
2147,lockouts,0,0,0,1
2148,lose,0,0,0,1
2149,loses,0,0,0,1
2150,losing,0,0,0,1
2151,loss,0,0,0,1
2152,losses,0,0,0,1
2153,lost,0,0,0,1
2154,loyal,0,0,1,0
2155,lucrative,0,0,1,0
2156,lying,0,0,0,0
2157,majeure,0,0,0,0
2158,malfeasance,0,0,0,1
2159,malfunction,0,0,0,1
2160,malfunctioned,0,0,0,1
2161,malfunctioning,0,0,0,1
2162,malfunctions,0,0,0,1
2163,malice,0,0,0,1
2164,malicious,0,0,0,1
2165,maliciously,0,0,0,1
2166,malpractice,0,0,0,1
2167,mandamus,0,0,0,0
2168,manipulate,0,0,0,1
2169,manipulated,0,0,0,0
2170,manipulates,0,0,0,0
2171,manipulating,0,0,0,1
2172,manipulation,0,0,0,1
2173,manipulations,0,0,0,1
2174,manipulative,0,0,0,1
2175,markdown,0,0,0,0
2176,markdowns,0,0,0,1
2177,may,1,0,0,0
2178,maybe,0,0,0,0
2179,mediate,0,0,0,0
2180,mediated,0,0,0,1
2181,mediates,0,0,0,0
2182,mediating,0,0,0,0
2183,mediation,0,1,0,0
2184,mediations,0,1,0,0
2185,mediator,0,0,0,0
2186,mediators,0,0,0,1
2187,meritorious,0,0,0,0
2188,might,1,0,0,0
2189,misapplication,0,0,0,1
2190,misapplications,0,0,0,0
2191,misapplied,0,0,0,1
2192,misapplies,0,0,0,0
2193,misapply,0,0,0,0
2194,misapplying,0,0,0,0
2195,misappropriate,0,0,0,1
2196,misappropriated,0,0,0,1
2197,misappropriates,0,0,0,1
2198,misappropriating,0,0,0,1
2199,misappropriation,0,0,0,1
2200,misappropriations,0,0,0,1
2201,misbranded,0,0,0,1
2202,miscalculate,0,0,0,1
2203,miscalculated,0,0,0,0
2204,miscalculates,0,0,0,0
2205,miscalculating,0,0,0,0
2206,miscalculation,0,0,0,1
2207,miscalculations,0,0,0,1
2208,mischaracterization,0,0,0,0
2209,mischief,0,0,0,0
2210,misclassification,0,0,0,1
2211,misclassifications,0,0,0,0
2212,misclassified,0,0,0,1
2213,misclassify,0,0,0,0
2214,miscommunication,0,0,0,1
2215,misconduct,0,0,0,1
2216,misdated,0,0,0,0
2217,misdemeanor,0,0,0,0
2218,misdemeanors,0,0,0,0
2219,misdirected,0,0,0,1
2220,misfeasance,0,0,0,0
2221,mishandle,0,0,0,0
2222,mishandled,0,0,0,1
2223,mishandles,0,0,0,0
2224,mishandling,0,0,0,1
2225,misinform,0,0,0,0
2226,misinformation,0,0,0,1
2227,misinformed,0,0,0,0
2228,misinforming,0,0,0,0
2229,misinforms,0,0,0,0
2230,misinterpret,0,0,0,1
2231,misinterpretation,0,0,0,1
2232,misinterpretations,0,0,0,0
2233,misinterpreted,0,0,0,1
2234,misinterpreting,0,0,0,0
2235,misinterprets,0,0,0,0
2236,misjudge,0,0,0,1
2237,misjudged,0,0,0,0
2238,misjudges,0,0,0,1
2239,misjudging,0,0,0,1
2240,misjudgment,0,0,0,1
2241,misjudgments,0,0,0,1
2242,mislabel,0,0,0,0
2243,mislabeled,0,0,0,1
2244,mislabeling,0,0,0,1
2245,mislabelled,0,0,0,0
2246,mislabels,0,0,0,0
2247,mislead,0,0,0,1
2248,misleading,0,0,0,1
2249,misleadingly,0,0,0,0
2250,misleads,0,0,0,0
2251,misled,0,0,0,1
2252,mismanage,0,0,0,0
2253,mismanaged,0,0,0,1
2254,mismanagement,0,0,0,1
2255,mismanages,0,0,0,1
2256,mismanaging,0,0,0,0
2257,mismatch,0,0,0,1
2258,mismatched,0,0,0,1
2259,mismatches,0,0,0,1
2260,mismatching,0,0,0,1
2261,misplaced,0,0,0,1
2262,misprice,0,0,0,0
2263,mispricing,0,0,0,0
2264,mispricings,0,0,0,0
2265,misrepresent,0,0,0,1
2266,misrepresentation,0,0,0,1
2267,misrepresentations,0,0,0,1
2268,misrepresented,0,0,0,1
2269,misrepresenting,0,0,0,1
2270,misrepresents,0,0,0,0
2271,miss,0,0,0,1
2272,missed,0,0,0,1
2273,misses,0,0,0,0
2274,misstate,0,0,0,1
2275,misstated,0,0,0,1
2276,misstatement,0,0,0,0
2277,misstatements,0,0,0,1
2278,misstates,0,0,0,0
2279,misstating,0,0,0,0
2280,misstep,0,0,0,0
2281,missteps,0,0,0,0
2282,mistake,0,0,0,1
2283,mistaken,0,0,0,0
2284,mistakenly,0,0,0,1
2285,mistakes,0,0,0,1
2286,mistaking,0,0,0,0
2287,mistrial,0,0,0,0
2288,mistrials,0,0,0,0
2289,misunderstand,0,0,0,0
2290,misunderstanding,0,0,0,1
2291,misunderstandings,0,0,0,0
2292,misunderstood,0,0,0,1
2293,misuse,0,0,0,1
2294,misused,0,0,0,1
2295,misuses,0,0,0,1
2296,misusing,0,0,0,1
2297,monopolistic,0,0,0,1
2298,monopolists,0,0,0,0
2299,monopolization,0,0,0,1
2300,monopolize,0,0,0,1
2301,monopolized,0,0,0,1
2302,monopolizes,0,0,0,0
2303,monopolizing,0,0,0,0
2304,monopoly,0,0,0,0
2305,moratoria,0,0,0,1
2306,moratorium,0,0,0,0
2307,moratoriums,0,0,0,1
2308,moreover,0,0,0,0
2309,mothballed,0,0,0,0
2310,mothballing,0,0,0,0
2311,motions,0,0,0,0
2312,mutandis,0,0,0,0
2313,nearly,0,0,0,0
2314,negative,0,0,0,1
2315,negatively,0,0,0,1
2316,negatives,0,0,0,0
2317,neglect,0,0,0,0
2318,neglected,0,0,0,1
2319,neglectful,0,0,0,0
2320,neglecting,0,0,0,0
2321,neglects,0,0,0,0
2322,negligence,0,0,0,1
2323,negligences,0,0,0,0
2324,negligent,0,0,0,0
2325,negligently,0,0,0,1
2326,nolo,0,0,0,0
2327,nonappealable,0,1,0,0
2328,nonassessable,0,0,0,0
2329,nonattainment,0,0,0,0
2330,nonbreaching,0,0,0,0
2331,noncompetitive,0,0,0,1
2332,noncompliance,0,0,0,1
2333,noncompliances,0,0,0,0
2334,noncompliant,0,0,0,1
2335,noncomplying,0,0,0,1
2336,nonconforming,0,0,0,1
2337,nonconformities,0,0,0,0
2338,nonconformity,0,0,0,0
2339,noncontingent,0,0,0,0
2340,noncontract,0,0,0,0
2341,noncontractual,0,0,0,0
2342,noncontributory,0,0,0,0
2343,nondisclosure,0,0,0,0
2344,nonfeasance,0,0,0,0
2345,nonfiduciary,0,0,0,0
2346,nonforfeitability,0,0,0,0
2347,nonforfeitable,0,0,0,0
2348,nonforfeiture,0,0,0,0
2349,nonfunctional,0,0,0,1
2350,nonguarantor,0,1,0,0
2351,noninfringement,0,0,0,0
2352,noninfringing,0,0,0,0
2353,nonjudicial,0,0,0,0
2354,nonjudicially,0,0,0,0
2355,nonjurisdictional,0,0,0,0
2356,nonpayment,0,0,0,1
2357,nonpayments,0,0,0,0
2358,nonperformance,0,0,0,0
2359,nonperformances,0,0,0,0
2360,nonperforming,0,0,0,1
2361,nonproducing,0,0,0,1
2362,nonproductive,0,0,0,0
2363,nonrecoverable,0,0,0,0
2364,nonrenewal,0,0,0,1
2365,nonseverable,0,0,0,0
2366,nonterminable,0,0,0,0
2367,nonusurious,0,0,0,0
2368,notarial,0,0,0,0
2369,notaries,0,0,0,0
2370,notarization,0,0,0,0
2371,notarizations,0,0,0,0
2372,notarize,0,0,0,0
2373,notarized,0,0,0,0
2374,notarizing,0,0,0,0
2375,notary,0,0,0,0
2376,notwithstanding,0,0,0,0
2377,novo,0,0,0,0
2378,nuisance,0,0,0,1
2379,nuisances,0,0,0,0
2380,nullification,0,0,0,0
2381,nullifications,0,0,0,0
2382,nullified,0,0,0,0
2383,nullifies,0,0,0,0
2384,nullify,0,0,0,0
2385,nullifying,0,0,0,0
2386,nullities,0,0,0,0
2387,nullity,0,0,0,0
2388,objected,0,0,0,0
2389,objecting,0,0,0,0
2390,objection,0,0,0,0
2391,objectionable,0,0,0,1
2392,objectionably,0,0,0,0
2393,objections,0,0,0,0
2394,obligee,0,1,0,0
2395,obligees,0,0,0,0
2396,obligor,0,0,0,0
2397,obligors,0,1,0,0
2398,obscene,0,0,0,0
2399,obscenity,0,0,0,0
2400,obsolescence,0,0,0,1
2401,obsolete,0,0,0,1
2402,obstacle,0,0,0,1
2403,obstacles,0,0,0,1
2404,obstruct,0,0,0,0
2405,obstructed,0,0,0,1
2406,obstructing,0,0,0,0
2407,obstruction,0,0,0,1
2408,obstructions,0,0,0,0
2409,occasionally,0,0,0,0
2410,offence,0,0,0,0
2411,offences,0,0,0,0
2412,offend,0,0,0,0
2413,offended,0,0,0,0
2414,offender,0,0,0,0
2415,offenders,0,0,0,0
2416,offending,0,0,0,1
2417,offends,0,0,0,0
2418,offense,0,0,0,0
2419,offeree,0,0,0,0
2420,offerees,0,1,0,0
2421,offeror,0,0,0,0
2422,offerors,0,1,0,0
2423,omission,0,0,0,1
2424,omissions,0,0,0,0
2425,omit,0,0,0,1
2426,omits,0,0,0,0
2427,omitted,0,0,0,0
2428,omitting,0,0,0,1
2429,onerous,0,0,0,0
2430,opportunistic,0,0,1,0
2431,opportunistically,0,0,0,0
2432,opportunities,0,0,1,0
2433,opportunity,0,0,1,0
2434,oppose,0,0,0,1
2435,opposed,0,0,0,0
2436,opposes,0,0,0,1
2437,opposing,0,0,0,0
2438,opposition,0,0,0,0
2439,oppositions,0,0,0,0
2440,optimistic,1,0,0,0
2441,optionee,0,1,0,0
2442,optionees,0,1,0,0
2443,ordinarily,0,0,0,0
2444,outage,0,0,0,1
2445,outages,0,0,0,1
2446,outdated,0,0,0,1
2447,outmoded,0,0,0,1
2448,outperform,0,0,0,0
2449,outperformed,0,0,1,0
2450,outperforming,0,0,1,0
2451,outperforms,0,0,1,0
2452,overage,0,0,0,0
2453,overages,0,0,0,1
2454,overbuild,0,0,0,1
2455,overbuilding,0,0,0,1
2456,overbuilds,0,0,0,0
2457,overbuilt,0,0,0,1
2458,overburden,0,0,0,0
2459,overburdened,0,0,0,1
2460,overburdening,0,0,0,0
2461,overcapacities,0,0,0,0
2462,overcapacity,0,0,0,1
2463,overcharge,0,0,0,0
2464,overcharged,0,0,0,1
2465,overcharges,0,0,0,1
2466,overcharging,0,0,0,1
2467,overcome,0,0,1,0
2468,overcomes,0,0,0,1
2469,overcoming,0,0,0,1
2470,overdue,0,0,0,0
2471,overestimate,0,0,0,1
2472,overestimated,0,0,0,1
2473,overestimates,0,0,0,1
2474,overestimating,0,0,0,0
2475,overestimation,0,0,0,0
2476,overestimations,0,0,0,0
2477,overload,0,0,0,1
2478,overloaded,0,0,0,1
2479,overloading,0,0,0,1
2480,overloads,0,0,0,1
2481,overlook,0,0,0,0
2482,overlooked,0,0,0,1
2483,overlooking,0,0,0,0
2484,overlooks,0,0,0,0
2485,overpaid,0,0,0,1
2486,overpayment,0,0,0,1
2487,overpayments,0,0,0,1
2488,overproduced,0,0,0,1
2489,overproduces,0,0,0,0
2490,overproducing,0,0,0,0
2491,overproduction,0,0,0,1
2492,overrule,0,0,0,0
2493,overruled,0,0,0,0
2494,overrules,0,0,0,0
2495,overruling,0,0,0,0
2496,overrun,0,0,0,1
2497,overrunning,0,0,0,0
2498,overruns,0,0,0,1
2499,overshadow,0,0,0,0
2500,overshadowed,0,0,0,1
2501,overshadowing,0,0,0,0
2502,overshadows,0,0,0,0
2503,overstate,0,0,0,1
2504,overstated,0,0,0,1
2505,overstatement,0,0,0,1
2506,overstatements,0,0,0,0
2507,overstates,0,0,0,1
2508,overstating,0,0,0,0
2509,oversupplied,0,0,0,1
2510,oversupplies,0,0,0,0
2511,oversupply,0,0,0,1
2512,oversupplying,0,0,0,0
2513,overtly,0,0,0,0
2514,overturn,0,0,0,0
2515,overturned,0,0,0,0
2516,overturning,0,0,0,1
2517,overturns,0,0,0,0
2518,overvalue,0,0,0,0
2519,overvalued,0,0,0,1
2520,overvaluing,0,0,0,0
2521,panic,0,0,0,1
2522,panics,0,0,0,0
2523,para,0,1,0,0
2524,pari,0,0,0,0
2525,passu,0,0,0,0
2526,patentee,0,0,0,0
2527,pecuniarily,0,0,0,0
2528,penalize,0,0,0,0
2529,penalized,0,0,0,0
2530,penalizes,0,0,0,0
2531,penalizing,0,0,0,0
2532,penalties,0,0,0,0
2533,penalty,0,0,0,1
2534,pending,0,0,0,0
2535,perfect,0,0,1,0
2536,perfected,0,0,0,0
2537,perfectly,0,0,0,0
2538,perfects,0,0,0,0
2539,perhaps,0,0,0,0
2540,peril,0,0,0,0
2541,perils,0,0,0,0
2542,perjury,0,0,0,0
2543,permittee,0,0,0,1
2544,permittees,0,0,0,0
2545,perpetrate,0,0,0,1
2546,perpetrated,0,0,0,1
2547,perpetrates,0,0,0,0
2548,perpetrating,0,0,0,0
2549,perpetration,0,0,0,0
2550,persist,0,0,0,1
2551,persisted,0,0,0,0
2552,persistence,0,0,0,0
2553,persistent,0,0,0,1
2554,persistently,0,0,0,1
2555,persisting,0,0,0,0
2556,persists,0,0,0,1
2557,personam,0,0,0,0
2558,pervasive,0,0,0,0
2559,pervasively,0,0,0,0
2560,pervasiveness,0,0,0,0
2561,petition,0,0,0,0
2562,petitioned,0,0,0,0
2563,petitioner,0,1,0,0
2564,petitioners,0,1,0,0
2565,petitioning,0,1,0,0
2566,petitions,0,0,0,0
2567,petty,0,0,0,0
2568,picket,0,0,0,1
2569,picketed,0,0,0,0
2570,picketing,0,0,0,1
2571,plaintiff,0,0,0,0
2572,plaintiffs,0,0,0,0
2573,plea,0,0,0,0
2574,plead,0,0,0,0
2575,pleaded,0,0,0,0
2576,pleading,0,0,0,0
2577,pleadings,0,1,0,0
2578,pleads,0,0,0,0
2579,pleas,0,0,0,0
2580,pleasant,0,0,0,0
2581,pleasantly,0,0,0,0
2582,pleased,0,0,1,0
2583,pleasure,0,0,0,0
2584,pled,0,0,0,0
2585,pledgee,0,1,0,0
2586,pledgees,0,0,0,0
2587,pledgor,0,1,0,0
2588,pledgors,0,1,0,0
2589,plentiful,0,0,1,0
2590,poor,0,0,0,1
2591,poorly,0,0,0,1
2592,popular,0,0,1,0
2593,popularity,0,0,0,0
2594,poses,0,0,0,1
2595,posing,0,0,0,1
2596,positive,0,0,1,0
2597,positively,0,0,0,0
2598,possessory,0,0,0,0
2599,possibilities,0,0,0,0
2600,possibility,1,0,0,0
2601,possible,1,0,0,0
2602,possibly,0,0,0,1
2603,postclosing,0,0,0,0
2604,postclosure,0,1,0,0
2605,postcontract,0,0,0,0
2606,postjudgment,0,0,0,0
2607,postpone,0,0,0,1
2608,postponed,0,0,0,1
2609,postponement,0,0,0,1
2610,postponements,0,0,0,1
2611,postpones,0,0,0,1
2612,postponing,0,0,0,1
2613,preamendment,0,0,0,0
2614,precaution,0,0,0,0
2615,precautionary,0,0,0,1
2616,precautions,0,0,0,0
2617,precipitated,0,0,0,1
2618,precipitous,0,0,0,1
2619,precipitously,0,0,0,1
2620,preclude,0,0,0,1
2621,precluded,0,0,0,0
2622,precludes,0,0,0,1
2623,precluding,0,0,0,1
2624,predatory,0,0,0,1
2625,predecease,0,0,0,0
2626,predeceased,0,0,0,0
2627,predeceases,0,0,0,0
2628,predeceasing,0,0,0,0
2629,predict,0,0,0,0
2630,predictability,0,0,1,0
2631,predicted,0,0,0,0
2632,predicting,1,0,0,0
2633,prediction,0,0,0,0
2634,predictions,1,0,0,0
2635,predictive,0,0,0,0
2636,predictor,1,0,0,0
2637,predictors,0,0,0,0
2638,predicts,0,0,0,0
2639,preeminence,0,0,0,0
2640,preeminent,0,0,1,0
2641,prehearing,0,0,0,0
2642,prejudice,0,0,0,0
2643,prejudiced,0,0,0,1
2644,prejudices,0,0,0,0
2645,prejudicial,0,0,0,1
2646,prejudicing,0,0,0,0
2647,preliminarily,0,0,0,0
2648,preliminary,1,0,0,0
2649,premature,0,0,0,1
2650,prematurely,0,0,0,1
2651,premier,0,0,1,0
2652,premiere,0,0,1,0
2653,prepetition,0,0,0,0
2654,pressing,0,0,0,0
2655,prestige,0,0,1,0
2656,prestigious,0,0,1,0
2657,presumably,0,0,0,0
2658,presume,0,0,0,0
2659,presumed,0,0,0,0
2660,presumes,1,0,0,0
2661,presuming,0,0,0,0
2662,presumption,0,0,0,0
2663,presumptions,0,0,0,0
2664,presumptively,0,0,0,0
2665,pretrial,0,0,0,0
2666,preventing,0,0,0,1
2667,prevention,0,0,0,1
2668,prevents,0,0,0,1
2669,prima,0,0,0,0
2670,privity,0,0,0,0
2671,proactive,0,0,1,0
2672,proactively,0,0,1,0
2673,probabilistic,1,0,0,0
2674,probabilities,1,0,0,0
2675,probability,1,0,0,0
2676,probable,1,0,0,0
2677,probably,0,0,0,0
2678,probate,0,1,0,0
2679,probated,0,0,0,0
2680,probates,0,0,0,0
2681,probating,0,0,0,0
2682,probation,0,0,0,1
2683,probational,0,0,0,0
2684,probationary,0,0,0,0
2685,probationer,0,0,0,0
2686,probationers,0,0,0,0
2687,probations,0,0,0,0
2688,problem,0,0,0,1
2689,problematic,0,0,0,1
2690,problematical,0,0,0,0
2691,problems,0,0,0,1
2692,proficiency,0,0,1,0
2693,proficient,0,0,1,0
2694,proficiently,0,0,0,0
2695,profitability,0,0,0,0
2696,profitable,0,0,1,0
2697,profitably,0,0,0,0
2698,progress,0,0,1,0
2699,progressed,0,0,1,0
2700,progresses,0,0,0,0
2701,progressing,0,0,0,0
2702,prolong,0,0,0,1
2703,prolongation,0,0,0,0
2704,prolongations,0,0,0,0
2705,prolonged,0,0,0,1
2706,prolonging,0,0,0,1
2707,prolongs,0,0,0,0
2708,promulgate,0,1,0,0
2709,promulgated,0,0,0,0
2710,promulgates,0,0,0,0
2711,promulgating,0,1,0,0
2712,promulgation,0,1,0,0
2713,promulgations,0,0,0,0
2714,promulgator,0,0,0,0
2715,promulgators,0,0,0,0
2716,prone,0,0,0,1
2717,prorata,0,0,0,0
2718,proration,0,0,0,0
2719,prosecute,0,0,0,0
2720,prosecuted,0,0,0,0
2721,prosecutes,0,0,0,0
2722,prosecuting,0,0,0,0
2723,prosecution,0,0,0,0
2724,prosecutions,0,0,0,0
2725,prosecutor,0,0,0,0
2726,prosecutorial,0,0,0,0
2727,prosecutors,0,0,0,0
2728,prospered,0,0,0,0
2729,prospering,0,0,0,0
2730,prosperity,0,0,1,0
2731,prosperous,0,0,0,0
2732,prospers,0,0,0,0
2733,protest,0,0,0,1
2734,protested,0,0,0,0
2735,protester,0,0,0,0
2736,protesters,0,0,0,0
2737,protesting,0,0,0,0
2738,protestor,0,0,0,0
2739,protestors,0,0,0,0
2740,protests,0,0,0,1
2741,protracted,0,0,0,1
2742,protraction,0,0,0,0
2743,proviso,0,1,0,0
2744,provisoes,0,0,0,0
2745,provisos,0,0,0,0
2746,provoke,0,0,0,1
2747,provoked,0,0,0,0
2748,provokes,0,0,0,0
2749,provoking,0,0,0,0
2750,punishable,0,0,0,0
2751,punished,0,0,0,1
2752,punishes,0,0,0,0
2753,punishing,0,0,0,0
2754,punishment,0,0,0,0
2755,punishments,0,0,0,0
2756,punitive,0,0,0,0
2757,purport,0,0,0,0
2758,purported,0,0,0,0
2759,purportedly,0,0,0,0
2760,purporting,0,0,0,0
2761,purports,0,0,0,0
